text,label,spam_categories,target_Bank Scam,target_Gambling,target_General Spam,target_Phishing,cleaned_text,nb_label
sino nag chat sayo kanina,Ham,[],0,0,0,0,nag chat sayo kanina,Ham
"CSC RO V Exam Application Notification Hi! Few slots are still available for the 20 August 2023 CSE-PPT. If you have not yet filed your application, you may head to the CSC Regional Office V, Rawis, Legazpi City and file your application until all slots are filled. Applications will be accepted until June 23. Walk-in applicants are also welcome to apply. For assistance, feel free to send us a message.",Ham,[],0,0,0,0,csc ro v exam application notification hii slot still available august oe cseppt you not yet filed your application you may head csc regional office v rawis legazpi city file your application all slot filled application accepted june e walkin applicant also welcome apply assistance feel free send u message,Ham
Nag-expire na ang Unli Allnet Texts mo.,Ham,[],0,0,0,0,nagexpire unli allnet text,Ham
miss u,Ham,[],0,0,0,0,miss u,Ham
02-Sep 20:14: We have deducted P10.00 from your load as payment for UTANG NA LOAD you availed last 2024-09-02 19:57:09 Ref:180969814308,Ham,[],0,0,0,0,osep oia we deducted piooo your load payment utang load you availed last oaogo igstog refibogggbiaeob,Ham
Flash Express: Failed delivery attempt. Package held. Pay fee at bit.ly/ph-76744,Phishing,['Phishing'],0,0,0,1,flash express failed delivery attempt package held pay fee urllink,Spam
"#BDOStopScam: BDO will NEVER send links. Scammers are using fake cell towers to hijack BDO's sender ID. If you receive a ""BDO"" alert with a link, it's a scam!",Ham,[],0,0,0,0,bdostopscam bdo never send link scammer using fake cell tower hijack bdos sender id you receive bdo alert link scami,Ham
SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-80550,Gambling,['Gambling'],0,1,0,0,sim registration your sim not yet registered avoid blockng urllink,Spam
Work from home! Zalora online tasks. P308 per order. Msg us: wa.me/639659364814,Phishing,['Phishing'],0,0,0,1,work homei zalora online task peob per order msg u wamegeggsgegabia,Spam
"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.",Phishing,['Phishing'],0,0,0,1,your domestic mail returned your local post office please click postphltw complete verification request redelivery,Spam
<NAME>. Maglaro ng W+ pagkatapos ng trabaho! Manalo ng IPHONE PROMAX 14 at iba't ibang reward! Magrehistro para makakuha ng 5500! win8plus.com/14PROMAX,Gambling,['Gambling'],0,1,0,0,name maglaro wt pagkatapos trabahoi manalo iphone promax ia ibat ibang rewardi magrehistro makakuha ssooi winbpluscomiapromax,Spam
28/07 11:12: P50.00 loaded to 09123299877 from 09287903694 for 1 year. Ref:8GS8T8BX1G !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,[],0,0,0,0,bot iii psooo loaded ogieggbtt ogbtgoegga year refbgsbtbbxig iuse ie smrtphgigalifeapp get double giga video storiesi,Ham
"You can help our kababayans affected by Typhoon Carina by donating to Ayala Foundation-Hapag Movement when you join the All-New Globe Rewards program. Just open the GlobeOne app and tap REDEEM REWARDS, buy your load/promo in the GlobeOne app to start earning points.",Ham,[],0,0,0,0,you help our kababayans affected typhoon carina donating ayala foundationhapag movement you join allnew globe reward program just open globeone app tap redeem reward buy your loadpromo globeone app start earning point,Ham
Celebrate GCash 10th Anniversary! Get a P1000 Top-up Voucher for only P399! Visit gcash-10-year.lc/G and join the fun! Offer ends July 31. Don t miss out!,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,celebrate gcash ioth anniversaryi get piooo topup voucher only peggi visit gcashioyearlcg join funi offer end july ei miss outi,Spam
"Upon review of a previous transaction, we have now credited P155.00 to your account.Your new balance is P182.00. Ref. No. 0003774742826.",Ham,[],0,0,0,0,upon review previous transaction we now credited pissoo your accountyour new balance piboo ref no oooettatabg,Ham
I'm looking forward to our trip next month!,Ham,[],0,0,0,0,im looking forward our trip next monthi,Ham
2/6 Mag-rehistro na para hindi masim-dead ang sim mo.,Ham,[],0,0,0,0,g magrehistro hindi masimdead sim,Ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",Phishing,['Phishing'],0,0,0,1,congratsi mobile eg videophones r call ogogitaasse nowi videochat wid ur mate play java game dload polyh music noline rentl bxao ipa swe isopm,Spam
BOSS! JILI-BET na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: t.me/earn-daily-ph,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,bossi jilibet pinakatrusted fast cashout via gcashmaya sali tmeearndailyph,Spam
Need extra load? Borrow P10 load with only P1 service fee anytime you need it only in the GlobeOne app. Get it now via Play Store or App Store and search LOAN in the Buy Promos section. Just make sure you've paid off any previous loan first. This P11 (P10 and P1 service fee) loan will be collected on your next load purchase. No data charges will apply when using the app to borrow.,Ham,[],0,0,0,0,need extra load borrow pio load only pi service fee anytime you need only globeone app get now via play store app store search loan buy promos section just make sure youve paid previous loan first pii cpio pi service fee loan collected your next load purchase no data charge apply using app borrow,Ham
"6rse3pihnaele8.sidewayshogwort.cx/2c8zks6io9337rcmd6r9b7vg Hindi mo na kailangang mag-alala sa puhunan. Dito, may libreng deposit money ka na!",General Spam,['General Spam'],0,0,1,0,grseepihnaelebsidewayshogwortcxcbzksgiogeetrcmdgrgbtvg hindi kailangang magalala puhunan dito may libreng deposit money ka nai,Spam
Makakuha ng 100% bonus sa araw-araw na deposito， g4b61jh.bid,Gambling,['Gambling'],0,1,0,0,makakuha ioo bonus arawaraw deposito gabgijhbid,Spam
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,Ham,[],0,0,0,0,girl not stay bed girl doesnt need recovery time id rather pas fun cooped bed,Ham
"Hi Mr/Ms <NAME>, RDCN 44731 can be claimed at any RDPawnshop, Penbank and TrueMoney branches. Please present valid ID. Thank you!",Ham,[],0,0,0,0,hi mrms name rdcn aatei claimed rdpawnshop penbank truemoney branch please present valid id thank youi,Ham
busy kayo? samahan niyo nga me later,Ham,[],0,0,0,0,busy samahan niyo later,Ham
Sali na sa pinaka-malambot na slots sa JILI777. Dito ang daming nananalo: bit.ly/secure-ph-635968,Gambling,['Gambling'],0,1,0,0,sali pinakamalambot slot jilittt dito daming nananalo urllink,Spam
Free Data? MINE! Free Vouchers? MINE! Free Points? MINE! Sumali na sa saya ng GigaMania at manalo ng instant PRIZES!Laro na on smrt.ph/GigaLifeApp DTI133026S21,Ham,[],0,0,0,0,free data minei free voucher minei free point minei sumali saya gigamania manalo instant prizesilaro smrtphgigalifeapp dtiieeogsi,Ham
24/03 18:40: P100.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:9CO3RVFTEH. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,[],0,0,0,0,aoe ibao pioooo loaded ogigogasoe ogatbsbotig year refgcoervfteh use gigalife app best promos dealsi smrtphgigalifeapp,Ham
"When in need of extra data, you can borrow 100MB emergency data, valid for 1 day! Text MBSOS to 3733 or dial *143# and choose LOANS. P6 will be collected on your next reload. Settle any unpaid loans to borrow again.",Ham,[],0,0,0,0,need extra data you borrow ioomb emergency data valid dayi text mbsos etee dial iae choose loan pg collected your next reload settle unpaid loan borrow,Ham
Bermonths bring high winning rates Plus weekend Luck at WinningPlus! New users get 588 Free Bonus Plus 60k cashback & extra 388 on Maya. https://winplus.vegas,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,bermonths bring high winning rate plus weekend luck winningplusi new user get sbb free bonus plus gok cashback extra ebb maya urllink,Spam
You have received P257.40 GCash from 7eleven Kiosk w/ MSG - 2418-6003-4925. Your new balance is P263.00 07-04-24 2:52AM. Ref no. 0018851939632.,Ham,[],0,0,0,0,you received pstao gcash televen kiosk w msg aibgooeags your new balance pgeoo otoaa sam ref no ooibbsigegge,Ham
"Hi! As of 01/08/23 22:05, there is 498.56MB left from your SURF4ALL group promo. This is valid until 01/09/23 04:22.",Ham,[],0,0,0,0,hii oiobe o agbsgmb left your surfaall group promo valid oioge oa,Ham
"Hi Mr/Ms <NAME>, RDCN 74296 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,[],0,0,0,0,hi mrms name rdcn tagg claimed rdpawnshop penbank villarica truemoney branch please present valid id thank youi,Ham
Paki on nga nung wifi,Ham,[],0,0,0,0,paki nung wifi,Ham
"Unlock a world of rewards and exclusive promos with GlobeOne. Buy and load promos hassle free! Download the app from the App Store or Google Play Store, and experience the GlobeOne advantage. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,unlock world reward exclusive promos globeone buy load promos hassle freei download app app store google play store experience globeone advantage no advisory text gbg free,Ham
Pabili ng itlog dalawa,Ham,[],0,0,0,0,pabili itlog dalawa,Ham
Ikaw ang maswerteng  Makatanggap ng P555 na   bonus >>> tssccc.pgwinwin.ca,Gambling,['Gambling'],0,1,0,0,ikaw maswerteng makatanggap psss bonus tsscccpgwinwinca,Spam
GigaDays never stops! Redeem promos at 50% OFF every 19th-22nd on smrt.ph/GigaLifeApp More Points? Get 5X more kung mag-load / subscribe P99 & up on GigaLife.,Ham,[],0,0,0,0,gigadays never stopsi redeem promos every igthnd smrtphgigalifeapp more point get sx more magload subscribe pgg gigalife,Ham
nakalimutan ko payong ko sunduin mo ko,Ham,[],0,0,0,0,nakalimutan payong sunduin,Ham
May surprise kami para sayo! Mag-log in sa Smart App this 9.19 to join our Anniversary Celebration. Abangan ang surprise sa Sept 19! https://smrt.ph/SMA919,Ham,[],0,0,0,0,may surprise sayoi maglog smart app gig join our anniversary celebration abangan surprise sept igi urllink,Ham
"<<NAME>>, Experience the best version of WP! Get Php2O BONUS when you register and get verified! Sign up now wp8dito.(com)",General Spam,['General Spam'],0,0,1,0,name experience best version wpi get phpo bonus you register get verifiedi sign now wpbditoccom,Spam
"Thank you for loading FamSURF! Para mas ma-enjoy mo ang promo na pang-Home Prepaid WiFi modem na at pang-phone pa, pwede mong i-share ang data mo with your family via the GlobeOne app at https://globeone.onelink.me/ej7I/G1SMS.",Ham,[],0,0,0,0,thank you loading famsurfi ma maenjoy promo panghome prepaid wifi modem pangphone pwede mong ishare data your family via globeone app urllink,Ham
"Awesome, I'll see you in a bit",Ham,[],0,0,0,0,awesome ill see you bit,Ham
25/06 19:03: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8FP9OMT3XX !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,Ham,[],0,0,0,0,sog igoe psooo loaded ogigogasoe ogatbsbotig year refbfpgomtexx iuse ie smrtphgigalifeapp get double giga video storiesi,Ham
SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-89690,Gambling,['Gambling'],0,1,0,0,sim registration your sim not yet registered avoid blockng urllink,Spam
"Earn a P50 voucher for every P5,000 sent to a unique PayMaya user. Promo runs from Aug 28-29, 2021. DTI125754 https://official.paymaya.com/0zgc/SendMoneyAugust",Ham,[],0,0,0,0,earn pso voucher every psooo sent unique paymaya user promo run aug bg oi dtiistsa urllink,Ham
You are subscribed to Celebrity Gossip! The Lord is my shepherd. Text YES to 8888.,General Spam,['General Spam'],0,0,1,0,you subscribed celebrity gossipi lord shepherd text yes bbbb,Spam
188BET: Malambot ang slots today! Register na and start winning. Laro na d2: tinyurl.com/win-today-ph,Gambling,['Gambling'],0,1,0,0,ibbbet malambot slot todayi register start winning laro urllink,Spam
nakapatay na ba tv sa sala,Ham,[],0,0,0,0,nakapatay tv sala,Ham
FREE DATA MB 48822.53 Exp: 05Sep2024 11:37PM Shareable Data MB: 2117.54 Exp: 05Sep2024 08:17PM,Ham,[],0,0,0,0,free data mb abbse exp ossepoa iietpm shareable data mb iitsa exp ossepoa obitpm,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-736827 to avoid deactivation.,Gambling,['Gambling'],0,1,0,0,sim registration huling babalai register your sim urllink avoid deactivation,Spam
21Jun10:39 PM Regular Load: P3.00 Exp: 20Jun2025 09:49PM FREE DATA MB 398.5 Exp: 23Jun2024 09:50PM FREE UNLI TIKTOK EVERY DAY Exp: 23Jun2024 09:51PM,Ham,[],0,0,0,0,ijunioeg pm regular load peoo exp ojunos ogagpm free data mb egbs exp ejunoa ogsopm free unli tiktok every day exp ejunoa ogsipm,Ham
"Una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo!  04p7.xyz/4ABL",Gambling,['Gambling'],0,1,0,0,una deposito ioopmay kasamang ioopmay pagkakataong manalo exclusive member red envelope may halagang upto pttttt premyoi oaptxyzaabl,Spam
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",General Spam,['General Spam'],0,0,1,0,freemsg hey u just got videopic fones reply wild txt ill send u pic hurry im bored work xxx cib isoprcvd stopstop,Spam
New member bonus from JILI-BET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-712807,"Bank Scam, Gambling","['Bank Scam', 'Gambling']",1,1,0,0,new member bonus jilibeti deposit ioo get eoo mabilis payout via gcash urllink,Spam
"You still haven't redeemed your FREE entry to G RAFFLE RUSH. Get a chance to win an Amaia house and lot when you text GDAY to 8080 or check the Redeem Rewards section in your GlobeOne app to redeem your raffle entry until Oct. 31, 2025. #GDayJustForYou",Ham,[],0,0,0,0,you still havent redeemed your free entry g raffle rush get chance win amaia house lot you text gday bobo check redeem reward section your globeone app redeem your raffle entry oct ei o gdayjustforyou,Ham
24-Apr 17:58: P8.00 ay nabawas sa iyong account bilang payment sa TNT SAKLOLOAD you availed last 2022-04-24 17:57:27. LOAN ID: 22514523634. Ref:180902780505,Ham,[],0,0,0,0,aapr itsb pboo nabawas iyong account bilang payment tnt sakloload you availed last ooaa itstt loan id siasegea refibogotbosos,Ham
Ur the lucky winner of iPad Air from Puregold. Valid for 24hrs. Pls call 09778746869.,Phishing,['Phishing'],0,0,0,1,ur lucky winner ipad air puregold valid ahrs pls call ogttbtagbgg,Spam
"Today's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot2.tv",Gambling,['Gambling'],0,1,0,0,today payday blast gojackpot jan eo eii new player grab tttp ittp bonus iss extra deposit bonus play win million prize gojackpottv,Spam
"Hiring for German Speakers in Taguig - Document Analyst w/ related exp, shifting, 75-85K; & Billing Analyst w/ knowledge in SAP Billing Suite is a plus, Midshift, 60-75K;¬†Written¬†&¬†spoken proficiency in the German¬†&¬†English. kimphil28@gmail.com",General Spam,['General Spam'],0,0,1,0,hiring german speaker taguig document analyst w related exp shifting tsbsk billing analyst w knowledge sap billing suite plus midshift gotskwrittenspoken proficiency germanenglish kimphilbagmailcom,Spam
Tara valo maya gabi,Ham,[],0,0,0,0,tara valo maya gabi,Ham
Pakihinaan nga yung music mo dyan,Ham,[],0,0,0,0,pakihinaan music dyan,Ham
P50.00 has been loaded to your mobile number 9548058067. Trace No: 1732794777 11/29/2022 21:37:00.200.,Ham,[],0,0,0,0,psooo loaded your mobile number gsabosbogt trace no itetgattt iigo ietoooo,Ham
GCASH-Center: SIM registration sync is mandatory. Do it d2: bit.ly/gc-sim-sync-portal,Bank Scam,['Bank Scam'],1,0,0,0,gcashcenter sim registration sync mandatory urllink,Spam
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",Ham,[],0,0,0,0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday,Ham
"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ticket No. 0003729906603.",Ham,[],0,0,0,0,we unable process your bank transfer your landbank ofbank account assistance please visit gcash help center ticket no oooetggoggoe,Ham
<NAME>. !Nagbabagang kaganapan sa Winning+ Mag rehistro at Kuhanin ang Jili Mega Jackpot at 8888 Bonus! wppremyo.com/LUCK8888,Gambling,['Gambling'],0,1,0,0,name inagbabagang kaganapan winningt mag rehistro kuhanin jili mega jackpot bbbb bonusi wppremyocomluckbbbb,Spam
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Ham,[],0,0,0,0,per your request melle melle coru minnaminunginte nurungu vettam set your callertune all caller press g copy your friend callertune,Ham
"<NAME>., Real time BETTING & Real time WINNING on our LIVE GAMES at JACKPOT CITY! Sign up now and Enjoy your 100% WELCOME B0NUS, And have a chance to win iPhone 14PRO MAX. jackpotcity20bonus.com",Gambling,['Gambling'],0,1,0,0,name real time betting real time winning our live game jackpot cityi sign now enjoy your ioo welcome bonus chance win iphone iapro max jackpotcityobonuscom,Spam
JILI-QUEEN: Get 100 free spins today! Register now: jili-queen-slots.ph,Gambling,['Gambling'],0,1,0,0,jiliqueen get ioo free spin todayi register now jiliqueenslotsph,Spam
[Binance]Verification code:325235. Do not share this code with anyone,Ham,[],0,0,0,0,binanceverification codeeses not share code anyone,Ham
2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,Ham,[],0,0,0,0,get more load less all new promo loadi buy peoo get total peee load valid eo day get now smrtphsmartapp,Ham
"Mga boss, ngayon ang iyong masuwerteng araw, i-click upang makakuha ng 10 dolyar nang libre!.Google play or APP store search for mybitglobal to download apps",General Spam,['General Spam'],0,0,1,0,bos ngayon iyong masuwerteng araw iclick upang makakuha io dolyar nang libreigoogle play app store search mybitglobal download apps,Spam
"Bring your holidaycation to life this Christmas by donating 1 Rewards point to The Hapag Movement! Earn 1 raffle entry for a chance to win P10,000 worth of Klook travel vouchers, Shell gas cards, and MORE when you join at glbe.co/glbone. Per DTI Fair Trade Permit No. FTEB-177865, Series of 2023.",Ham,[],0,0,0,0,bring your holidaycation life christmas donating reward point hapag movementi earn raffle entry chance win pioooo worth klook travel voucher shell gas card more you join glbecoglbone per dti fair trade permit no ftebittbgs series oe,Ham
"Add a PLUS to your promo! With Go+99, get 8GB for all sites, 8GB for your choice of apps, plus a free voucher from Lazada, Agoda, Metrodeal or KKDay, unli allnet texts, and unli calls to Globe/TM and valid for 7 days. Register via GCash, or GlobeOne at https://glbe.co/GoPlus99. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,add plus your promoi gotgg get bgb all site bgb your choice apps plus free voucher lazada agoda metrodeal kkday unli allnet text unli call globetm valid day register via gcash globeone urllink no advisory text gbg free,Ham
Easy money! Like and follow for Data Encoder and get 427 daily. Apply now: wa.me/639582151437,Phishing,['Phishing'],0,0,0,1,easy moneyi like follow data encoder get daily apply now wamegegsbisiaet,Spam
1000% Luck bonus on ‚Ç±1000 balance. Register: coin0.tw/tSv,General Spam,['General Spam'],0,0,1,0,iooo luck bonus çiooo balance register coinotwtsv,Spam
185 552 is your Instagram code. Don't share it.,Ham,[],0,0,0,0,ibs s your instagram code dont share,Ham
MA'AM/SIR! AUB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-640095,Bank Scam,['Bank Scam'],1,0,0,0,maamsiri aub iaccess need validation due suspicious activity urllink,Spam
You have paid P37.00 of GCash to 7 Eleven on 04-29-23 11:41:36 PM. Ref. No. 008672905.,Ham,[],0,0,0,0,you paid petoo gcash eleven oage iiaieg pm ref no oobgtgos,Ham
1/2 ADVISORY: #StaySmart and avoid unwanted international call charges! Please check the number carefully when returning a missed call,Ham,[],0,0,0,0,advisory staysmart avoid unwanted international call chargesi please check number carefully returning missed call,Ham
You have paid P134.00 of GCash to DCCS Mts B on 09-07-22 11:14:23 PM. Ref. No. 090998233.,Ham,[],0,0,0,0,you paid pieaoo gcash dccs mt b ogot iiiae pm ref no ogoggbee,Ham
29Aug10:05 PM Regular Load: P5.00 Exp: 29Aug2025 08:26PM FREE DATA MB 48997.36 Exp: 01Sep2024 08:31PM Shareable Data MB: 2044.46 Exp: 01Sep2024 08:29PM,Ham,[],0,0,0,0,gaugioos pm regular load psoo exp gaugos obgpm free data mb abggteg exp oisepoa obeipm shareable data mb oaaag exp oisepoa obgpm,Ham
Stay always connected! Check your balance regularly and stay up-to-date with the latest offers via the Smart App! smrt.ph/SmartApp,Ham,[],0,0,0,0,stay always connectedi check your balance regularly stay uptodate latest offer via smart appi smrtphsmartapp,Ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a  a8sdk.bid",Gambling,['Gambling'],0,1,0,0,big win small betsi peso becomes iook ittbet dare win absdkbid,Spam
PH-WINNER: Daily raffle starts now! P10k prizes for 10 winners. Join: ph-winner-raffle.com,Phishing,['Phishing'],0,0,0,1,phwinner daily raffle start nowi piok prize io winner join phwinnerrafflecom,Spam
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",Ham,[],0,0,0,0,imagine you finally get sink bath put you your pace maybe even you eat left also imagine feel cage your cock surrounded bath water reminding you always owns you enjoy cuck,Ham
Apple ID: Someone logged in from Unknown Location. Secure account: bit.ly/secure-ph-832377,Phishing,['Phishing'],0,0,0,1,apple id someone logged unknown location secure account urllink,Spam
Security Bank: Ur account is locked. Pls verify identity now d2: bit.ly/secure-ph-275669,Bank Scam,['Bank Scam'],1,0,0,0,security bank ur account locked pls verify identity now urllink,Spam
Customer satisfaction survey: Take our survey and get a 500 peso shopping voucher. Survey link inside.,Phishing,['Phishing'],0,0,0,1,customer satisfaction survey take our survey get soo peso shopping voucher survey link inside,Spam
Your order #38803 delivery failed. Update address to avoid return: bit.ly/secure-ph-602093,Phishing,['Phishing'],0,0,0,1,your order ebboe delivery failed update address avoid return urllink,Spam
You have received P598.95 GCash from 7eleven Kiosk w/ MSG - 2331-5001-5693. Your new balance is P600.67 11-11-23 1:08AM. Ref no. 0013173876093.,Ham,[],0,0,0,0,you received psgbgs gcash televen kiosk w msg eeisooisgge your new balance pgoogt iiiie iobam ref no ooieitebtgoge,Ham
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,General Spam,['General Spam'],0,0,1,0,monthly password wap mobsicom egitba use your wap phone not pc,Spam
"88ph.so UNLIMITED FUN-MAKE YOUR DAY MOAN-HUBARAN LIVE, JAKOL LIVE-EXCLUSIVE FREE ACCESS HERE AT PHP",General Spam,['General Spam'],0,0,1,0,bbphso unlimited funmake your day moanhubaran live jakol liveexclusive free access here php,Spam
BOSS! Swerte mo today. Panalo na sa 999BET. Free 166 credits: bit.ly/secure-ph-516609,Gambling,['Gambling'],0,1,0,0,bossi swerte today panalo gggbet free igg credit urllink,Spam
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,Ham,[],0,0,0,0,just checking you really miss seeing jeremiah great month,Ham
Hiring: Lazada Part-time/Homebase. Earn 2k-5k daily using phone. Msg us: bdo-secure-login.xyz,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,hiring lazada parttimehomebase earn ksk daily using phone msg u bdosecureloginxyz,Spam
Meron ka nang 30MB INTERNET. Babawasan ka ng P8 sa next reload mo. Thank you. LOAN ID: 24744327836 Ref: <881011656049>,Ham,[],0,0,0,0,meron ka nang eomb internet babawasan ka pb next reload thank you loan id ataaetbeg ref bbioiigsgoag,Ham
hugasan mo na ung mga plato dyan,Ham,[],0,0,0,0,hugasan ung plato dyan,Ham
You have no outstanding loan at this time. No load? Borrow load or promo in the GlobeOne app and get the LOWEST SERVICE FEES! Open the app and search LOAN. No data charges will apply when using the app.,Ham,[],0,0,0,0,you no outstanding loan time no load borrow load promo globeone app get lowest service feesi open app search loan no data charge apply using app,Ham
MA'AM/SIR! Chinabank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-985186,Bank Scam,['Bank Scam'],1,0,0,0,maamsiri chinabank iaccess need validation due suspicious activity urllink,Spam
"HIRING: App reviewer needed. P1,000 per day kita. Join: bit.ly/ph-app-jobs",Phishing,['Phishing'],0,0,0,1,hiring app reviewer needed piooo per day kita join urllink,Spam
JILI-BET: 200% bonus! Register na & get free credits. Laro na: bit.ly/ph-40235,Gambling,['Gambling'],0,1,0,0,jilibet oo bonusi register get free credit laro urllink,Spam
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Gambling,['Gambling'],0,1,0,0,ur ringtone service changedi free creditsi go clubamobilescom choose content nowi stop txt club stop btoto isopwk cluba boxiiag mkas wt,Spam
"You have been selected! Take our 1-minute survey and win 10,000 pesos. Survey link inside.",Phishing,['Phishing'],0,0,0,1,you selectedi take our iminute survey win ioooo peso survey link inside,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-111308,Phishing,['Phishing'],0,0,0,1,facebook warning your page disabled appeal now urllink,Spam
J&T Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-949202,Phishing,['Phishing'],0,0,0,1,jt express parcel held distribution center pay custom fee urllink,Spam
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: tinyurl.com/win-today-ph,Phishing,['Phishing'],0,0,0,1,netflix ph your subscription hold update billing avoid interruption urllink,Spam
"We've deducted P6 from your load balance for your loan (CALLSOS + P1 service fee) made last 02/22/23. Your loan is fully paid. To use the service again with the LOWEST SERVICE FEES, go to GlobeOne app at glbe.co/GlobeOne and search LOAN. No data charges will apply when using the app. Thank you!",Ham,[],0,0,0,0,weve deducted pg your load balance your loan ccallsos pi service fee made last oe your loan fully paid use service lowest service fee go globeone app glbecoglobeone search loan no data charge apply using app thank youi,Ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,Ham,[],0,0,0,0,ok tell stay yeah tough we optimistic thing improve month,Ham
Unionbank Alert: May login attempt mula sa Unknown IP. Secure ur account d2: bit.ly/ph-29359,Bank Scam,['Bank Scam'],1,0,0,0,unionbank alert may login attempt mula unknown ip secure ur account urllink,Spam
"Beware of text messages about ayuda or cash assistance from DSWD, SSS or NDRRMC. If it has a link, kahit ""GLOBE"" ang sender, SCAM 'YAN! DON'T CLICK links in text messages. DON'T SHARE your personal information or OTP. Remember these #AlagangGlobe tips and always verify official announcements. Take care!",Ham,[],0,0,0,0,beware text message ayuda cash assistance dswd ss ndrrmc link kahit globe sender scam yani dont click link text message dont share your personal information otp remember alagangglobe tip always verify official announcement take carei,Ham
10/06 19:09: P50.00 loaded to 09129094503 for 1 year. Ref:9FA54UWYQJ. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,[],0,0,0,0,ioog igog psooo loaded ogigogasoe year refgfasauwyqj use gigalife app best promos dealsi smrtphgigalifeapp,Ham
nag error yung app wag muna ngayon,Ham,[],0,0,0,0,nag error app wag muna ngayon,Ham
"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p!    Sbetwin.eu    Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",General Spam,['General Spam'],0,0,1,0,ready exciting weekend sbeti enjoy oo deposit bonus free eooopi sbetwineu win big now weekend special prize pool get extra bonus,Spam
268,General Spam,['General Spam'],0,0,1,0,gb,Spam
BOSS! Swerte mo today. Panalo na sa BINGOPLUS. Free 816 credits: bit.ly/secure-ph-102786,Gambling,['Gambling'],0,1,0,0,bossi swerte today panalo bingoplus free big credit urllink,Spam
"Wow,<REAL NAME> I-try ang CO777! May 188 na bonus pag nag-register ka. Suriin sa: titok.la/ry6a !",Gambling,['Gambling'],0,1,0,0,wowreal name itry cottti may ibb bonus pag nagregister ka suriin titoklaryga,Spam
